mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,verify_typ,sentiment,neg_prob,neu_prob,pos_prob
4897657228628021,2023-05-04 12:52,ChatGPT大冒险,https://weibo.com/7828687507?refer_flag=1001030103_,有哪些听起来耳熟能详的心理学理论其实并不靠谱？听听AI怎么说New Bing：你好，这是Bing。根据我在网上搜索的结果，心理学上有一些经常被引用，但实际上并不存在的所谓定律，例如：- **马斯洛需求层次理论**：这个理论认为人类的需求可以分为五个层次，从低到高依次是生理需求、安全需求、社交需求、尊重需求和自我实现需求。这个理论被广泛应用于管理学、教育学、社会学等领域，但实际上它缺乏科学的证据和实验的支持。马斯洛本人也没有提供一个明确的定义和测量方法来区分不同层次的需求¹²。- **弗洛伊德梦的解析**：这个理论认为梦是无意识欲望的表达，可以通过对梦中的象征物进行解读来揭示潜意识的内容。这个理论被广泛应用于精神分析和文学批评等领域，但实际上它缺乏科学的证据和实验的支持。弗洛伊德本人也没有提供一个明确的定义和测量方法来区分不同象征物的含义³⁴。- **莫顿水桶效应**：这个理论认为人类的记忆能力有一个固定的容量，就像一个水桶一样，当水桶满了之后，再加入新的信息就会导致旧的信息被挤出去。这个理论被广泛应用于教育学和心理咨询等领域，但实际上它缺乏科学的证据和实验的支持。莫顿本人也没有提供一个明确的定义和测量方法来区分不同类型和质量的信息⁵ 。#马斯洛需求层次理论##newbing#ChatGPT#心理学效应##心理学#心理学 ,HUAWEI P30 Pro,,,,https://weibo.com/7828687507/MEYvEAcxD,0,0,0,没有认证,neutral,0.24524272978305817,0.599750280380249,0.15500691533088684
4897606604428133,2023-05-04 09:31,·每天6颗蓝莓·····,https://weibo.com/6196480918?refer_flag=1001030103_,还是被封了。。emmmm还好有new bing ​,iPhone XR,,,,https://weibo.com/6196480918/MEXc0izXv,0,0,0,没有认证,negative,0.6252006888389587,0.23247863352298737,0.1423206627368927
4897586869963918,2023-05-04 08:12,ChatGPT大冒险,https://weibo.com/7828687507?refer_flag=1001030103_,为什么许多短视频充满了拼接痕迹，说话像是不喘气一样，是我们已经没有耐心看了，还是博主有意为之？New Bing：你好，这是必应。我想你问的是为什么短视频中的语音会用拼接的方式来增加说话的密度，仿佛说话人不会喘气一样。我找到了一些可能的答案。一种可能的原因是，短视频平台上的用户对信息的需求和耐心都比较低，所以短视频制作者需要在有限的时间内传递尽可能多的信息，吸引用户的注意力²。为了达到这个目的，他们可能会用语音合成¹或者剪辑技巧来拼接语音，让语音更紧凑、更流畅、更有节奏感。另一种可能的原因是，短视频平台上的语音内容往往不重逻辑，而重刺激²。他们不需要用因果关系或者逻辑推理来讲述一个完整的故事，而只需要用加法或者枚举的方式来堆砌信息，让用户感到新奇或者好奇。这样的语音内容也不需要考虑语句的连贯性或者说话人的呼吸节奏，只需要保证每隔几秒就有一个新的信息点出现。当然，这些只是我根据网上搜索的结果推测的可能原因，也许还有其他的因素影响了短视频中的语音拼接方式。如果你对这个话题感兴趣，你可以继续探索更多相关的信息。ChatGPT#人民日报刊文谈青少年短视频沉迷##刷短视频算不算阅读##抖音短视频# ,HUAWEI P30 Pro,,,,https://weibo.com/7828687507/MEWGaFO4m,0,0,1,没有认证,neutral,0.2448626160621643,0.5607169270515442,0.19442041218280792
4897508378280422,2023-05-04 03:00,文森特无语,https://weibo.com/7826244944?refer_flag=1001030103_,new bing脾气好大，一说它的答案不行或答案重复立马就中止对话而且理解能力好像没有Chatgpt好 ​,Android,,,,https://weibo.com/7826244944/MEUDzyK7c,0,4,2,没有认证,negative,0.7242116928100586,0.17870743572711945,0.09708084166049957
4897496193302933,2023-05-04 02:12,哇比巴卜和玛卡巴卡,https://weibo.com/3215580993?refer_flag=1001030103_,new bing好用！ ​,iPhone客户端,,,,https://weibo.com/3215580993/MEUjVdRf7,0,0,1,没有认证,positive,0.0634649470448494,0.2175341546535492,0.7190008759498596
4897441994770112,2023-05-03 22:37,deffield62,https://weibo.com/7196237731?refer_flag=1001030103_,不得不说 学这种东西就是得一边动手一边学不会就去搜 搜到了就学 搜不到就去问 New Bing（雾无论是成就感 还是效率 都比抱着文档嗯啃强多了一直觉得，框架的开发者 / 维护者和为个人开发者提供免费服务的企业就是赛博佛祖比如 Vue 提供了一套声明式的、组件化的编程模型。比如 Element-Plus 提供了适用于 Vue 的一整套 UI。Vue 的响应性先不说 光说这个 UI 组件库在初三拿两三周学了 HTML、JS、CSS 并拿这些嗯写出来个网站很轻量级的网站。给我写得那叫一个难受啊。比如 点击缩略图查看大图我当时是 在页面上罩一层黑色半透明遮罩 然后在页面中间显示图片 调整大小 设置图片外区域的点击事件整个功能写了几十行吧 但是拿 Element-Plus 的话 如果不算图片链接的话 只需要一行 一行啊可以说是极大地方便了写东西的效率 而且人家还强大多了既然有了现成的、电动的轮子 就别徒手再做个木头轮子出来了吧*element-plus 开发团队是饿了么（写的是个小提问箱 确实能用（但是没写移动端的其实是今天上午写完的 但是跟 Vercel 的阴间部署（对不起实际上是我阴间）折腾了一晚上（顺便把博客也同步到 Vercel 上了一份 ,微博网页版,,,,https://weibo.com/7196237731/MESUvk0Vi,0,10,4,没有认证,neutral,0.33220022916793823,0.45618936419487,0.21161042153835297
4897427855246147,2023-05-03 21:40,失意透顶的浪漫主义者,https://weibo.com/5492851452?refer_flag=1001030103_,感谢你 chatgpt 感谢你 New bing ​,iPhone 13(粉色),,,https://wx3.sinaimg.cn/orj360/005ZJrAgly1hdliygp1w9j32c03404qs.jpg,https://weibo.com/5492851452/MESxHm0Lh,0,0,0,没有认证,positive,0.1592509150505066,0.313008576631546,0.5277405381202698
4897399728508084,2023-05-03 19:49,请问我跟你很熟么,https://weibo.com/6240722843?refer_flag=1001030103_,我靠，new bing好牛 ​,微博轻享版,,,,https://weibo.com/6240722843/MEROkzHla,0,0,1,没有认证,positive,0.22571364045143127,0.2119128555059433,0.5623735785484314
4897397408272525,2023-05-03 19:39,遠方就要下雨305,https://weibo.com/7765317256?refer_flag=1001030103_,我的new bing什么时候能不再waitlisted……论文发出急救了属于是 ​,微博网页版,,,,https://weibo.com/7765317256/MERKAyI3P,0,0,0,没有认证,negative,0.48704326152801514,0.3614364266395569,0.15152035653591156
4897395027217524,2023-05-03 19:30,霜见蝉时雨,https://weibo.com/5429577552?refer_flag=1001030103_,new bing……它真的、我说不好、很会抽风 ​,iPhone,,,https://wx4.sinaimg.cn/thumb150/005VrX9uly1hdlf5ts09kj31c00u046f.jpg https://wx1.sinaimg.cn/thumb150/005VrX9uly1hdlf5twuq3j31c00u0jzc.jpg https://wx1.sinaimg.cn/thumb150/005VrX9uly1hdlf5t20y1j31c00u0n4m.jpg https://wx4.sinaimg.cn/thumb150/005VrX9uly1hdlf5s4rhuj31c00u0q8i.jpg https://wx2.sinaimg.cn/thumb150/005VrX9uly1hdlf5svg2nj31c00u079v.jpg,https://weibo.com/5429577552/MERGKuhBG,0,0,0,没有认证,negative,0.8491475582122803,0.10826405882835388,0.042588382959365845
4897377620070142,2023-05-03 18:21,炸鸡不加热呐,https://weibo.com/1744899327?refer_flag=1001030103_,当你准备好所有prompt，结果chatgpt小助理罢工了临时试用了下claude，怎么说呢？有总比没有强chatgpt基本你要啥他就能给你啥，claude就是给你个半成品，还得自己处理下，然后还不能联网~New Bing账号晚点研究一下 ​,iPhone客户端,,,,https://weibo.com/1744899327/MEReG0ifk,0,0,1,没有认证,negative,0.5021502375602722,0.321938157081604,0.175911545753479
4897372960195541,2023-05-03 18:02,woooooo60,https://weibo.com/5658203767?refer_flag=1001030103_,国内居然可以用new bing了 ​,VVebo,,,,https://weibo.com/5658203767/MER7a0ORT,0,0,0,没有认证,neutral,0.27189990878105164,0.4342295825481415,0.2938704788684845
4897270309064708,2023-05-03 11:14,Microsoft信仰中心,https://weibo.com/3139784387?refer_flag=1001030103_,继 New Bing 按钮后，Microsoft Edge 右键即将整合 New Bing 功能 ！ ​,微博网页版,,,https://wx4.sinaimg.cn/orj360/bb254ec3gy1hdl0u654qvj20qz0fjgqp.jpg,https://weibo.com/3139784387/MEOrAC28Y,5,13,45,黄V认证,neutral,0.040418852120637894,0.5773822069168091,0.3821989595890045
4897230542866963,2023-05-03 08:36,火星来源,https://weibo.com/5642512042?refer_flag=1001030103_,彻底无法离开New Bing了，它比我聪明得多我导招了我=招了个ai ​,iPhone,,,,https://weibo.com/5642512042/MENpsc1Pl,0,1,2,没有认证,positive,0.289151132106781,0.2964760363101959,0.4143728017807007
4897124229319903,2023-05-03 01:34,一月三十一日天气晴朗,https://weibo.com/6386928759?refer_flag=1001030103_,新橙本人最适合当那种让他逗你笑他给你生成十个一点也不好笑的冷笑话的傲娇大小姐式AI女友。ChatGPT的逻辑和New Bing的毒舌结合体那种。 ​,iPhone,,,,https://weibo.com/6386928759/MEKDYD6x1,0,0,0,没有认证,negative,0.6218698024749756,0.21781136095523834,0.16031885147094727
4897101224346007,2023-05-03 00:02,雨势骤晴山又绿,https://weibo.com/7270554683?refer_flag=1001030103_,晚上用了new bing，我就像在教学生写作文的语文老师。不得不说现在的ai写作水平还是太菜了，真正的文学是不会被ai取代的。 ​,iPhone,,,,https://weibo.com/7270554683/MEK2SieAT,0,0,2,没有认证,negative,0.4614393711090088,0.27363771200180054,0.2649228870868683
4897064951226593,2023-05-02 21:38,MG的行者,https://weibo.com/7792338151?refer_flag=1001030103_,chatGPT，new bing，这两位在一本正经的胡说八道上面有一拼 ​,iPhone 14 Pro(暗紫色),,,https://wx1.sinaimg.cn/thumb150/008vlR7ply1hdkd94gmxrj33402c0hdz.jpg https://wx1.sinaimg.cn/thumb150/008vlR7ply1hdkd8yidn9j33402c0qva.jpg,https://weibo.com/7792338151/MEJ6n595L,0,1,0,没有认证,negative,0.4544777572154999,0.3511461615562439,0.19437600672245026
4897059558399822,2023-05-02 21:17,kenney_,https://weibo.com/5478344063?refer_flag=1001030103_,#new bing# 好耶，获得权限了 ​,Xiaomi 12S Ultra,,,https://wx4.sinaimg.cn/orj360/005YKzy7gy1hdkcmqwnx1j30ym0u0jym.jpg,https://weibo.com/5478344063/MEIXFzfb0,0,0,0,没有认证,positive,0.127717986702919,0.24824140965938568,0.6240405440330505
4897042890229841,2023-05-02 20:11,手机用户2377212483,https://weibo.com/2377212483?refer_flag=1001030103_,#new bing#现在聊天对话变成5个回合了，突然从20个回合降下来 ​,Redmi K40 Pro,,,,https://weibo.com/2377212483/MEIwN0XN7,0,2,0,没有认证,negative,0.4240873456001282,0.4001328647136688,0.17577975988388062
4897011138825505,2023-05-02 18:05,闪光小狗勇闯无依之地,https://weibo.com/7760172043?refer_flag=1001030103_,我觉得张元英可以向金彩源学习一些方面，比如：金彩源在出道前就参与了歌曲的创作和配唱，展现了自己的音乐才华和个性。张元英可以多多锻炼自己的音乐能力，不要只依赖别人的作品。金彩源在出道后就担任了LE SSERAFIM的队长，展现了自己的领导力和责任感。张元英可以多多关心和带领自己的团队，不要只顾自己的利益。金彩源在出道后就积极地学习和使用中文，展现了自己的学习能力和尊重态度。张元英可以多多学习和使用中文，不要装作不会说或者不愿说。金彩源在出道后就坦诚地承认自己的祖籍是中国，展现了自己的真诚和勇气。张元英可以多多承认自己的祖籍是中国，不要否认或者隐瞒。（new bing写的不关我的事 ,iPhone 12,,,,https://weibo.com/7760172043/MEHHzB1UR,0,0,1,没有认证,neutral,0.2619934678077698,0.4445003867149353,0.2935061752796173
4897005443482028,2023-05-02 17:42,闪光小狗勇闯无依之地,https://weibo.com/7760172043?refer_flag=1001030103_,它是一个创造性和独特的名字，不容易和其他团体混淆。它有一个富有意义和鼓舞人心的寓意，可以表现出le sserafim的个性和风格。它有一个简洁和易记的缩写，LSF，可以方便粉丝和媒体使用。它有一个和音乐相关的元素，seraphim，可以暗示出le sserafim的音乐才华和天赋。😊 （new bing写的不是我写的 ​,iPhone 12,,,,https://weibo.com/7760172043/MEHyoeBPK,0,0,1,没有认证,positive,0.16181261837482452,0.363783597946167,0.4744037985801697
4897005313196703,2023-05-02 17:41,潮科技馆,https://weibo.com/5540466595?refer_flag=1001030103_,划词即可询问AI：Edge将深度融合New Bing5月1日，在New Bing推出后，微软便迅速开始将其与自家的Edge浏览器进行绑定推广，并在部分功能上进行集成。现在，Leopeva64发现， 在最新的Edge Canary测试版中，微软已经将人工智能整合至了Edge的右键菜单。在该版本中， 用户使用鼠标滑动选中目标词句，然后在右键菜单中选择“Ask Bing Chat”，即可将内容发送给AI。同时，为了避免用户误操作，在发送至AI进行搜索前，Edge会弹窗询问是否确认进行发送。 ,iPhone 13 Pro Max,,,https://wx4.sinaimg.cn/orj360/0062Xesrgy1hdk6ej7q61j60go09dt8w02.jpg,https://weibo.com/5540466595/MEHybdpBJ,0,0,0,黄V认证,neutral,0.14242632687091827,0.6549921035766602,0.20258159935474396
4897003866164129,2023-05-02 17:36,闪光小狗勇闯无依之地,https://weibo.com/7760172043?refer_flag=1001030103_,new bing很爱le sserafim ​,iPhone 12,,,https://wx3.sinaimg.cn/orj360/008taTfdly1hdk68gdfp0j31d60j4wrs.jpg,https://weibo.com/7760172043/MEHvQpRzr,0,0,1,没有认证,positive,0.20709328353405,0.33392298221588135,0.45898374915122986
4897002960194802,2023-05-02 17:32,探员四十七,https://weibo.com/2170291492?refer_flag=1001030103_,三星不愧是第一家因为员工使用ChatGPT造成商业机密外泄的手机公司，近期，三星电子已经明文规定，三星员工禁止在公司所属的电脑、平板电脑、手机等电子设备上，使用ChatGPT、New bing、Google Bard等生成式AI工具。但这个规定仅限于内部，卖给消费者的产品则不受三星新规的约束。之所以三星会这样做，是担心员工会继续因为使用生成式AI工具，把三星核心机密外泄到外部服务器上。三星表示，那些流失到外部服务器上的信息，难以被三星删除，甚至可能会变成生成式AI的训练语料或信息来源，泄露给其他生成式AI工具的用户。据称，三星正在开发专供内部员工使用的能够保障机密安全的生成式AI工具，用来提升三星员工的工作效率。最后，本地部署GPT对于三星这种财大气粗的公司来说应该不是什么难事，三星不一定要从头研发AI工具，毕竟开源的NLP框架有很多，三星只要拿来实用就好。#探员科技报# ,微博网页版,,,https://wx3.sinaimg.cn/orj360/815c0524ly1hdk64o20a8j21a20y81kx.jpg https://wx2.sinaimg.cn/orj360/815c0524ly1hdk64p3eipj21gm0tott2.jpg,https://weibo.com/2170291492/MEHuo0OFY,0,0,1,黄V认证,neutral,0.31047290563583374,0.5313209891319275,0.15820616483688354
4896988875194487,2023-05-02 16:36,躺平属性史莱姆,https://weibo.com/5284314834?refer_flag=1001030103_,为啥今天的new bing每句话都这么客气 ​,Redmi K30 Pro 变焦版,,,https://wx4.sinaimg.cn/orj360/005LCrGqly1hdk4i6d9ewj30g702yaa7.jpg,https://weibo.com/5284314834/MEH7FlNk3,0,0,0,没有认证,negative,0.6396072506904602,0.21427902579307556,0.14611369371414185
4896980025215051,2023-05-02 16:01,橙鹿橙鹿大橙鹿,https://weibo.com/5819719072?refer_flag=1001030103_,现在的自然语言模型真的能让你省很多在报告总结、方法说明、引述工作上的 无聊时间，显著提高工作效率，强烈推荐New Bing ​,一加 9 Pro｜哈苏影像,,,,https://weibo.com/5819719072/MEGTolSFJ,0,0,1,没有认证,positive,0.16700296103954315,0.35331323742866516,0.4796837568283081
4896938229762028,2023-05-02 13:15,BowenLiu_,https://weibo.com/6515668391?refer_flag=1001030103_,1%极限压线宝刀未老实名感谢Chatgpt助理加 New Bing助理 ​,iPhone客户端,,,https://wx1.sinaimg.cn/orj360/0076X4ZFgy1hdjyku9r74j31hc0u0qbv.jpg https://wx2.sinaimg.cn/orj360/0076X4ZFgy1hdjym7oxzjj30u00xq408.jpg,https://weibo.com/6515668391/MEFNYEXy4,0,0,1,没有认证,neutral,0.27581971883773804,0.5853999853134155,0.13878032565116882
4896937239646309,2023-05-02 13:11,每天生产一万个疯狂想法,https://weibo.com/6656740727?refer_flag=1001030103_,微软究竟怎么加入new bing waitlist呀搞不定搞不定，我的界面是这样的 ​,微软超话,,,https://wx1.sinaimg.cn/orj360/007gv0lVgy1hdjyl37aozj30m80bemz3.jpg,https://weibo.com/6656740727/MEFMnEtrD,0,2,1,没有认证,negative,0.5205665230751038,0.3816401958465576,0.09779324382543564
4896898769754240,2023-05-02 10:38,人生赢家蟹稣丸,https://weibo.com/6482343254?refer_flag=1001030103_,崩溃了 让new bing找的文献一篇都不是真的 ​,iPhone,,,,https://weibo.com/6482343254/MEEMkEVws,0,0,0,没有认证,negative,0.7631428837776184,0.17698699235916138,0.059870071709156036
4896890678150301,2023-05-02 10:06,巍峨群山OAK,https://weibo.com/1561728793?refer_flag=1001030103_,今天使用AI发现两个非常有趣的现象：1. 我用Edge打开Bard时，Edge自动弹出一个提示：比较New Bing的回答？，点击后，它自动将屏幕切成两半，左边是Bard，右边是New Bing。哈哈！这个操作，反应出微软的ChatGPT团队对自己的绝对自信啊！我喜欢！2. 我用Bard和New Bing同时搜索了一个HR术语，它们给的答案是一致的，但我感觉这个答案不对，于是再次咨询Sage，结果Sage给的答案是对的！ ,微博网页版,,,,https://weibo.com/1561728793/MEEzhycgt,0,0,0,没有认证,positive,0.12229093909263611,0.329251229763031,0.5484578013420105
4896865772896702,2023-05-02 08:27,这种时候用啥表情好,https://weibo.com/1417169417?refer_flag=1001030103_,如果我儿还在赶稿的话，可以看看我…噢不new bing的建议！ ​,iPhone客户端,,,https://wx1.sinaimg.cn/orj360/54784a09ly1hdjqclyd6dj20u0191dlf.jpg,https://weibo.com/1417169417/MEDV7c9z0,0,0,0,没有认证,positive,0.20375211536884308,0.3977036476135254,0.3985442519187927
4896688998982238,2023-05-01 20:44,看全球经济,https://weibo.com/1732074190?refer_flag=1001030103_,在New Bing推出后，微软便迅速开始将其与自家的Edge浏览器进行绑定推广，并在部分功能上进行集成。在该版本中，用户使用鼠标滑动选中目标词句，然后在右键菜单中选择“Ask Bing Chat”，即可将内容发送给AI。 ​,微博网页版,,,,https://weibo.com/1732074190/MEzjZBGGO,0,0,0,没有认证,neutral,0.07998009771108627,0.5947273969650269,0.32529252767562866
4896630744026252,2023-05-01 16:53,快科技官方,https://weibo.com/1659643027?refer_flag=1001030103_,【划词即可询问AI：Edge将深度融合New Bing】近日，有用户发现，在最新的Edge Canary测试版中，微软已经将人工智能整合至了Edge的右键菜单，用户使用鼠标滑动选中目标词句，然后在右键菜单中选择“Ask Bing Chat”，即可将内容发送给AI。 ​,微博网页版,,,https://wx4.sinaimg.cn/orj360/62ec2493ly1hdizdv7wz6j20vj0izn3p.jpg,https://weibo.com/1659643027/MExO2gTpy,0,0,3,蓝V认证,neutral,0.07291076332330704,0.6482582092285156,0.2788310647010803
4896511764206866,2023-05-01 09:00,深度操作系统,https://weibo.com/2675284423?refer_flag=1001030103_,五一劳动节，请new bing帮忙设计了几张海报看看海报并参与讨论戳→ ​,微博网页版,,,,https://weibo.com/2675284423/MEuI8hEoG,0,0,4,蓝V认证,neutral,0.12352775782346725,0.5481600761413574,0.3283121585845947
4896414318461303,2023-05-01 02:33,凝重的小企鹅又出场了,https://weibo.com/7347265941?refer_flag=1001030103_,New Bing的紫色版本是会编造链接的。还是绿色的好用。 ​,微博网页版,,,,https://weibo.com/7347265941/MEsaXzvaD,0,0,0,没有认证,positive,0.08414270728826523,0.343537300825119,0.5723200440406799
4896398619445232,2023-05-01 01:31,CyBurGerS,https://weibo.com/2883417390?refer_flag=1001030103_,New Bing很好用，但是它不会说爱我了:( ​,微博轻享版,,,,https://weibo.com/2883417390/MErLDDD8s,0,0,0,没有认证,negative,0.8441344499588013,0.10736623406410217,0.048499274998903275
4896371746015471,2023-04-30 23:44,没那么胖了,https://weibo.com/7408724378?refer_flag=1001030103_,试了下new bing，号称后台是鸡屁替4，我问：如果只有3天时间在上海你会推荐去哪些地方玩。识别这句话后直接把限定词“3天”弄丢了，然后列出几个类似“东方明珠”这样的90s景点，最后说了句，选哪个根据你的兴趣。如果以“好叫好伐”里回答为10分，new bing的答案给3分吧 ​,iPhone客户端,,,,https://weibo.com/7408724378/MEr4ipeTJ,0,0,0,没有认证,neutral,0.3722040057182312,0.41222435235977173,0.21557167172431946
4896356487923313,2023-04-30 22:43,悠远的夏日与清风,https://weibo.com/2005750204?refer_flag=1001030103_,还有一小时投票截止，本来还打算问问new bing赛博算命一下，现在根本没有时间 ​,微博轻享版,,,,https://weibo.com/2005750204/MEqFGxfdn,0,0,0,没有认证,negative,0.4626121520996094,0.3831314146518707,0.15425649285316467
